id,created_at,updated_at,name,short_name,stock_ticker,description,cik,gics_sector,gics_sub_industry,headquarters_location,founded_year
166,2021-06-18 12:12:46,2021-06-18 12:12:46,Emerson Electric Company,Emerson Electric Company,EMR,,0000032604,Industrials,Electrical Components & Equipment,"Ferguson, Missouri",1890
167,2021-06-18 12:12:46,2021-06-18 12:12:46,Enphase Energy,Enphase Energy,ENPH,,0001463101,Information Technology,Semiconductor Equipment,"Fremont, California",2006
168,2021-06-18 12:12:46,2021-06-18 12:12:46,Entergy Corp.,Entergy Corp.,ETR,,0000065984,Utilities,Electric Utilities,"New Orleans, Louisiana",1913
170,2021-06-18 12:12:46,2021-06-18 12:12:46,Equifax Inc.,Equifax Inc.,EFX,,0000033185,Industrials,Research & Consulting Services,"Atlanta, Georgia",1899
171,2021-06-18 12:12:46,2021-06-18 12:12:46,Equinix,Equinix,EQIX,,0001101239,Real Estate,Specialized REITs,"Redwood City, California",1998
172,2021-06-18 12:12:46,2021-06-18 12:12:46,Equity Residential,Equity Residential,EQR,,0000906107,Real Estate,Residential REITs,"Chicago, Illinois",1969
173,2021-06-18 12:12:46,2021-06-18 12:12:46,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",ESS,,0000920522,Real Estate,Residential REITs,"San Mateo, California",1971
174,2021-06-18 12:12:46,2021-06-18 12:12:46,Estée Lauder Companies,Estée Lauder Companies,EL,,0001001250,Consumer Staples,Personal Products,"New York, New York",1946
175,2021-06-18 12:12:46,2021-06-18 12:12:46,Etsy,Etsy,ETSY,,0001370637,Consumer Discretionary,Internet & Direct Marketing Retail,"Brooklyn, New York",2005
178,2021-06-18 12:12:46,2021-06-18 12:12:46,Everest Re Group Ltd.,Everest Re Group Ltd.,RE,,0001095073,Financials,Reinsurance,"Hamilton, Bermuda",1973
176,2021-06-18 12:12:46,2021-06-18 12:12:46,Evergy,Evergy,EVRG,,0001711269,Utilities,Electric Utilities,"Kansas City, Missouri",1909
177,2021-06-18 12:12:46,2021-06-18 12:12:46,Eversource Energy,Eversource Energy,ES,,0000072741,Utilities,Multi-Utilities,"Hartford, Connecticut",1966
179,2021-06-18 12:12:46,2021-06-18 12:12:46,Exelon Corp.,Exelon Corp.,EXC,,0001109357,Utilities,Multi-Utilities,"Chicago, Illinois",2000
180,2021-06-18 12:12:46,2021-06-18 12:12:46,Expedia Group,Expedia Group,EXPE,,0001324424,Consumer Discretionary,Internet & Direct Marketing Retail,"Seattle, Washington",1996
181,2021-06-18 12:12:46,2021-06-18 12:12:46,Expeditors,Expeditors,EXPD,,0000746515,Industrials,Air Freight & Logistics,"Seattle, Washington",1979
182,2021-06-18 12:12:46,2021-06-18 12:12:46,Extra Space Storage,Extra Space Storage,EXR,,0001289490,Real Estate,Specialized REITs,"Salt Lake City, Utah",1977
183,2021-06-18 12:12:46,2021-06-18 12:12:46,Exxon Mobil Corp.,Exxon Mobil Corp.,XOM,,0000034088,Energy,Integrated Oil & Gas,"Irving, Texas",1999
184,2021-06-18 12:12:46,2021-06-18 12:12:46,F5 Networks,F5 Networks,FFIV,,0001048695,Information Technology,Communications Equipment,"Seattle, Washington",1996
195,2021-06-18 12:12:46,2021-06-18 12:12:46,FLIR Systems,FLIR Systems,FLIR,,0000354908,Information Technology,Electronic Equipment & Instruments,"Wilsonville, Oregon",1978
197,2021-06-18 12:12:46,2021-06-18 12:12:46,FMC Corporation,FMC Corporation,FMC,,0000037785,Materials,Fertilizers & Agricultural Chemicals,"Philadelphia, Pennsylvania",1883
185,2021-06-18 12:12:46,2021-06-18 12:12:46,"Facebook, Inc.","Facebook, Inc.",FB,,0001326801,Communication Services,Interactive Media & Services,"Menlo Park, California",2004
186,2021-06-18 12:12:46,2021-06-18 12:12:46,Fastenal Co,Fastenal Co,FAST,,0000815556,Industrials,Building Products,"Winona, Minnesota",1967
188,2021-06-18 12:12:46,2021-06-18 12:12:46,FedEx Corporation,FedEx,FDX,,0001048911,Industrials,Air Freight & Logistics,"Memphis, Tennessee",1971
187,2021-06-18 12:12:46,2021-06-18 12:12:46,Federal Realty Investment Trust,Federal Realty Investment Trust,FRT,,0000034903,Real Estate,Retail REITs,"Rockville, Maryland",1962
189,2021-06-18 12:12:46,2021-06-18 12:12:46,Fidelity National Information Services,Fidelity National Information Services,FIS,,0001136893,Information Technology,Data Processing & Outsourced Services,"Jacksonville, Florida",1968
190,2021-06-18 12:12:46,2021-06-18 12:12:46,Fifth Third Bancorp,Fifth Third Bancorp,FITB,,0000035527,Financials,Regional Banks,"Cincinnati, Ohio",1858
192,2021-06-18 12:12:46,2021-06-18 12:12:46,First Republic Bank,First Republic Bank,FRC,,0001132979,Financials,Regional Banks,"San Francisco, California",1985
191,2021-06-18 12:12:46,2021-06-18 12:12:46,FirstEnergy Corp,FirstEnergy Corp,FE,,0001031296,Utilities,Electric Utilities,"Akron, Ohio",1997
193,2021-06-18 12:12:46,2021-06-18 12:12:46,Fiserv Inc,Fiserv Inc,FISV,,0000798354,Information Technology,Data Processing & Outsourced Services,"Brookfield, Wisconsin",1984
194,2021-06-18 12:12:46,2021-06-18 12:12:46,FleetCor Technologies Inc,FleetCor Technologies Inc,FLT,,0001175454,Information Technology,Data Processing & Outsourced Services,"Norcross, Georgia",2000
196,2021-06-18 12:12:46,2021-06-18 12:12:46,Flowserve Corporation,Flowserve Corporation,FLS,,0000030625,Industrials,Industrial Machinery,"Irving, Texas",1997
198,2021-06-18 12:12:46,2021-06-18 12:12:46,Ford Motor Company,Ford Motor Company,F,,0000037996,Consumer Discretionary,Automobile Manufacturers,"Dearborn, Michigan",1903
199,2021-06-18 12:12:46,2021-06-18 12:12:46,Fortinet,Fortinet,FTNT,,0001262039,Information Technology,Systems Software,"Sunnyvale, California",2000
200,2021-06-18 12:12:46,2021-06-18 12:12:46,Fortive Corp,Fortive Corp,FTV,,0001659166,Industrials,Industrial Machinery,"Everett, Washington",2016
201,2021-06-18 12:12:46,2021-06-18 12:12:46,Fortune Brands Home & Security,Fortune Brands Home & Security,FBHS,,0001519751,Industrials,Building Products,"Deerfield, Illinois",2011 (1969)
202,2021-06-18 12:12:46,2021-06-18 12:12:46,Fox Corporation (Class A),Fox Corporation (Class A),FOXA,,0001754301,Communication Services,Movies & Entertainment,"New York, New York",2019
203,2021-06-18 12:12:46,2021-06-18 12:12:46,Fox Corporation (Class B),Fox Corporation (Class B),FOX,,0001754301,Communication Services,Movies & Entertainment,"New York, New York",2019
204,2021-06-18 12:12:46,2021-06-18 12:12:46,Franklin Resources,Franklin Resources,BEN,,0000038777,Financials,Asset Management & Custody Banks,"San Mateo, California",1947
205,2021-06-18 12:12:46,2021-06-18 12:12:46,Freeport-McMoRan Inc.,Freeport-McMoRan Inc.,FCX,,0000831259,Materials,Copper,"Phoenix, Arizona",1912
206,2021-06-18 12:12:46,2021-06-18 12:12:46,Gap Inc.,Gap,GPS,,0000039911,Consumer Discretionary,Apparel Retail,"San Francisco, California",1969
